"id","round","game_date","venue_id","home_team_id","away_team_id","season_year","afltables_game_id","home_score_str","away_score_str","home_score_goals","home_score_behinds","home_score_total","away_score_goals","away_score_behinds","away_score_total","margin","home_result","away_result"
12996,"R9","2022-05-14",10,20617,5,2022,16061,"9.12.66","16.6.102",9,12,66,16,6,102,36,"L","W"
12997,"R9","2022-05-15",3,20066,20986,2022,16062,"10.9.69","4.9.33",10,9,69,4,9,33,36,"W","L"
12998,"R9","2022-05-15",188,20157,19974,2022,16063,"11.9.75","15.15.105",11,9,75,15,15,105,30,"L","W"
12999,"R9","2022-05-15",11,20894,19881,2022,16064,"5.8.38","16.16.112",5,8,38,16,16,112,74,"L","W"
13000,"R10","2022-05-20",14,19974,19882,2022,16065,"15.12.102","13.9.87",15,12,102,13,9,87,15,"W","L"
13001,"R10","2022-05-21",17,20802,20066,2022,16066,"15.16.106","13.9.87",15,16,106,13,9,87,19,"W","L"
13002,"R10","2022-05-21",7,20710,20893,2022,16067,"11.16.82","7.5.47",11,16,82,7,5,47,35,"W","L"
13003,"R10","2022-05-21",14,20525,19881,2022,16068,"8.5.53","14.16.100",8,5,53,14,16,100,47,"L","W"
13004,"R10","2022-05-21",10,20617,20709,2022,16069,"9.15.69","14.6.90",9,15,69,14,6,90,21,"L","W"
13005,"R10","2022-05-21",4,20065,20434,2022,16070,"11.14.80","7.6.48",11,14,80,7,6,48,32,"W","L"
13006,"R10","2022-05-22",188,20157,20894,2022,16071,"21.12.138","13.8.86",21,12,138,13,8,86,52,"W","L"
13007,"R10","2022-05-22",68,20433,5,2022,16072,"18.9.117","17.10.112",18,9,117,17,10,112,5,"W","L"
13008,"R10","2022-05-22",11,20986,20158,2022,16073,"6.8.44","12.8.80",6,8,44,12,8,80,36,"L","W"
13009,"R11","2022-05-27",1,19882,20065,2022,16074,"16.10.106","15.10.100",16,10,106,15,10,100,6,"W","L"
13010,"R11","2022-05-28",7,20710,20617,2022,16075,"15.7.97","7.13.55",15,7,97,7,13,55,42,"W","L"
13011,"R11","2022-05-28",2,5,20157,2022,16076,"16.14.110","15.6.96",16,14,110,15,6,96,14,"W","L"
13012,"R11","2022-05-28",4,19881,20986,2022,16077,"7.14.56","14.10.94",7,14,56,14,10,94,38,"L","W"
13013,"R11","2022-05-28",11,20894,20802,2022,16078,"9.6.60","25.11.161",9,6,60,25,11,161,101,"L","W"
13014,"R11","2022-05-28",70,20066,20433,2022,16079,"18.13.121","7.12.54",18,13,121,7,12,54,67,"W","L"
13015,"R11","2022-05-29",14,20709,20525,2022,16080,"16.7.103","7.8.50",16,7,103,7,8,50,53,"W","L"
13016,"R11","2022-05-29",4,20158,19974,2022,16081,"11.13.79","11.9.75",11,13,79,11,9,75,4,"W","L"
13017,"R11","2022-05-29",10,20893,20434,2022,16082,"9.12.66","6.14.50",9,12,66,6,14,50,16,"W","L"
13018,"R12","2022-06-03",14,20802,20710,2022,16083,"10.10.70","12.11.83",10,10,70,12,11,83,13,"L","W"
13019,"R12","2022-06-04",10,20617,20894,2022,16084,"13.10.88","8.9.57",13,10,88,8,9,57,31,"W","L"
13020,"R12","2022-06-04",70,20066,20525,2022,16085,"15.19.109","7.5.47",15,19,109,7,5,47,62,"W","L"
13021,"R12","2022-06-04",4,19881,19882,2022,16086,"9.7.61","10.13.73",9,7,61,10,13,73,12,"L","W"
13022,"R12","2022-06-05",4,20433,20158,2022,16087,"10.8.68","10.12.72",10,8,68,10,12,72,4,"L","W"
13023,"R12","2022-06-05",11,20986,5,2022,16088,"15.9.99","13.7.85",15,9,99,13,7,85,14,"W","L"
13024,"R13","2022-06-09",4,20065,20893,2022,16089,"11.11.77","10.5.65",11,11,77,10,5,65,12,"W","L"
13025,"R13","2022-06-10",4,20434,19974,2022,16090,"7.12.54","12.8.80",7,12,54,12,8,80,26,"L","W"
13026,"R13","2022-06-11",11,20986,20433,2022,16091,"14.11.95","12.10.82",14,11,95,12,10,82,13,"W","L"
13027,"R13","2022-06-11",2,5,20709,2022,16092,"10.18.78","8.9.57",10,18,78,8,9,57,21,"W","L"
13028,"R13","2022-06-12",14,20525,20157,2022,16093,"7.11.53","15.12.102",7,11,53,15,12,102,49,"L","W"
13029,"R13","2022-06-13",4,20158,19881,2022,16094,"12.10.82","8.8.56",12,10,82,8,8,56,26,"W","L"
13030,"R14","2022-06-16",4,20065,19974,2022,16095,"11.15.81","9.12.66",11,15,81,9,12,66,15,"W","L"
13031,"R14","2022-06-17",14,20709,20434,2022,16096,"11.6.72","15.17.107",11,6,72,15,17,107,35,"L","W"
13032,"R14","2022-06-18",10,20893,19882,2022,16097,"12.10.82","8.11.59",12,10,82,8,11,59,23,"W","L"
13033,"R14","2022-06-18",11,20894,20710,2022,16098,"9.9.63","12.9.81",9,9,63,12,9,81,18,"L","W"
13034,"R14","2022-06-18",188,20157,20802,2022,16099,"16.9.105","19.11.125",16,9,105,19,11,125,20,"L","W"
13035,"R14","2022-06-19",3,20066,20617,2022,16100,"18.8.116","10.13.73",18,8,116,10,13,73,43,"W","L"
13036,"R15","2022-06-23",4,19881,5,2022,16101,"16.21.117","7.11.53",16,21,117,7,11,53,64,"W","L"
13037,"R15","2022-06-24",14,20802,20433,2022,16102,"19.11.125","12.11.83",19,11,125,12,11,83,42,"W","L"
13038,"R15","2022-06-24",11,20894,20434,2022,16103,"16.11.107","14.13.97",16,11,107,14,13,97,10,"W","L"
13039,"R15","2022-06-25",14,19974,20986,2022,16104,"12.9.81","7.8.50",12,9,81,7,8,50,31,"W","L"
13040,"R15","2022-06-25",4,20710,20065,2022,16105,"13.11.89","13.8.86",13,11,89,13,8,86,3,"W","L"
13041,"R15","2022-06-25",1,19882,20709,2022,16106,"12.11.83","4.8.32",12,11,83,4,8,32,51,"W","L"
13042,"R15","2022-06-26",52,20525,20617,2022,16107,"8.10.58","17.13.115",8,10,58,17,13,115,57,"L","W"
13043,"R15","2022-06-26",4,20158,20157,2022,16108,"11.22.88","12.5.77",11,22,88,12,5,77,11,"W","L"
13044,"R15","2022-06-26",10,20893,20066,2022,16109,"13.15.93","13.13.91",13,15,93,13,13,91,2,"W","L"
13045,"R16","2022-06-30",2,5,20802,2022,16110,"16.12.108","9.13.67",16,12,108,9,13,67,41,"W","L"
13046,"R16","2022-07-01",14,19974,20709,2022,16111,"10.18.78","14.9.93",10,18,78,14,9,93,15,"L","W"
13047,"R16","2022-07-02",4,20434,19882,2022,16112,"15.5.95","12.14.86",15,5,95,12,14,86,9,"W","L"
13048,"R16","2022-07-02",10,20617,19881,2022,16113,"10.5.65","14.10.94",10,5,65,14,10,94,29,"L","W"
13049,"R16","2022-07-02",3,20066,20158,2022,16114,"8.14.62","9.13.67",8,14,62,9,13,67,5,"L","W"
13050,"R16","2022-07-02",7,20710,20525,2022,16115,"21.18.144","5.2.32",21,18,144,5,2,32,112,"W","L"
13051,"R16","2022-07-03",4,20065,20894,2022,16116,"20.8.128","13.15.93",20,8,128,13,15,93,35,"W","L"
13052,"R16","2022-07-03",188,20157,20433,2022,16117,"11.6.72","7.8.50",11,6,72,7,8,50,22,"W","L"
13053,"R16","2022-07-03",11,20986,20893,2022,16118,"15.9.99","14.7.91",15,9,99,14,7,91,8,"W","L"
13054,"R17","2022-07-07",7,20710,19881,2022,16119,"12.19.91","9.9.63",12,19,91,9,9,63,28,"W","L"
13055,"R17","2022-07-08",1,19882,20802,2022,16120,"17.18.120","9.13.67",17,18,120,9,13,67,53,"W","L"
13056,"R17","2022-07-09",4,20158,20525,2022,16121,"13.10.88","12.9.81",13,10,88,12,9,81,7,"W","L"
13057,"R17","2022-07-09",3,20066,20065,2022,16122,"14.10.94","13.14.92",14,10,94,13,14,92,2,"W","L"
13058,"R17","2022-07-09",14,20709,20986,2022,16123,"10.10.70","17.9.111",10,10,70,17,9,111,41,"L","W"
13059,"R17","2022-07-09",10,20893,20157,2022,16124,"12.12.84","3.11.29",12,12,84,3,11,29,55,"W","L"
13060,"R17","2022-07-10",2,5,20434,2022,16125,"13.12.90","15.10.100",13,12,90,15,10,100,10,"L","W"
13061,"R17","2022-07-10",14,20433,20617,2022,16126,"13.8.86","8.6.54",13,8,86,8,6,54,32,"W","L"
13062,"R17","2022-07-10",11,20894,19974,2022,16127,"8.5.53","17.14.116",8,5,53,17,14,116,63,"L","W"
13063,"R18","2022-07-15",14,20802,20709,2022,16128,"13.6.84","7.14.56",13,6,84,7,14,56,28,"W","L"
13064,"R18","2022-07-16",10,20617,20158,2022,16129,"13.8.86","14.7.91",13,8,86,14,7,91,5,"L","W"
13065,"R18","2022-07-16",225,20157,5,2022,16130,"9.5.59","15.9.99",9,5,59,15,9,99,40,"L","W"
13066,"R18","2022-07-16",14,20525,20065,2022,16131,"14.8.92","11.22.88",14,8,92,11,22,88,4,"W","L"
13067,"R18","2022-07-16",4,19974,20710,2022,16132,"8.7.55","12.13.85",8,7,55,12,13,85,30,"L","W"
13068,"R18","2022-07-16",11,20986,19882,2022,16133,"9.11.65","11.16.82",9,11,65,11,16,82,17,"L","W"
13069,"R18","2022-07-17",4,20433,20894,2022,16134,"15.12.102","12.5.77",15,12,102,12,5,77,25,"W","L"
13070,"R18","2022-07-17",94,19881,20893,2022,16135,"12.11.83","10.9.69",12,11,83,10,9,69,14,"W","L"
13071,"R18","2022-07-17",14,20434,20066,2022,16136,"14.19.103","8.7.55",14,19,103,8,7,55,48,"W","L"
13072,"R19","2022-07-22",14,20065,20986,2022,16137,"7.10.52","7.10.52",7,10,52,7,10,52,0,"D","D"
13073,"R19","2022-07-23",1,19882,20617,2022,16138,"17.16.118","12.13.85",17,16,118,12,13,85,33,"W","L"
13074,"R19","2022-07-23",52,20525,20433,2022,16139,"11.9.75","19.7.121",11,9,75,19,7,121,46,"L","W"
13075,"R19","2022-07-23",10,20893,20710,2022,16140,"14.10.94","16.10.106",14,10,94,16,10,106,12,"L","W"
13076,"R19","2022-07-23",2,5,20066,2022,16141,"16.14.110","14.9.93",16,14,110,14,9,93,17,"W","L"
13077,"R19","2022-07-23",14,20802,19881,2022,16142,"17.8.110","15.10.100",17,8,110,15,10,100,10,"W","L"
13078,"R19","2022-07-24",14,19974,20157,2022,16143,"13.12.90","8.6.54",13,12,90,8,6,54,36,"W","L"
13079,"R19","2022-07-24",4,20158,20434,2022,16144,"12.8.80","11.10.76",12,8,80,11,10,76,4,"W","L"
13080,"R19","2022-07-24",11,20894,20709,2022,16145,"10.2.62","14.6.90",10,2,62,14,6,90,28,"L","W"
13081,"R20","2022-07-29",11,20986,19881,2022,16146,"5.9.39","12.13.85",5,9,39,12,13,85,46,"L","W"
13082,"R20","2022-07-30",4,20158,20893,2022,16147,"13.10.88","12.10.82",13,10,88,12,10,82,6,"W","L"
13083,"R20","2022-07-30",1,19882,20157,2022,16148,"17.10.112","5.9.39",17,10,112,5,9,39,73,"W","L"
13084,"R20","2022-07-30",14,20709,20433,2022,16149,"10.15.75","9.9.63",10,15,75,9,9,63,12,"W","L"
13085,"R20","2022-07-30",7,20710,20802,2022,16150,"14.10.94","9.12.66",14,10,94,9,12,66,28,"W","L"
13086,"R20","2022-07-30",10,20617,19974,2022,16151,"12.12.84","8.7.55",12,12,84,8,7,55,29,"W","L"
13087,"R20","2022-07-31",3,20066,20894,2022,16152,"16.11.107","16.8.104",16,11,107,16,8,104,3,"W","L"
13088,"R20","2022-07-31",4,20065,5,2022,16153,"15.14.104","14.13.97",15,14,104,14,13,97,7,"W","L"
13089,"R20","2022-07-31",14,20434,20525,2022,16154,"17.12.114","9.12.66",17,12,114,9,12,66,48,"W","L"
13090,"R21","2022-08-05",4,19881,20158,2022,16155,"13.11.89","15.6.96",13,11,89,15,6,96,7,"L","W"
13091,"R21","2022-08-06",68,20433,20066,2022,16156,"10.10.70","8.15.63",10,10,70,8,15,63,7,"W","L"
13092,"R21","2022-08-06",188,20157,20434,2022,16157,"14.12.96","10.9.69",14,12,96,10,9,69,27,"W","L"
13093,"R21","2022-08-06",14,20802,20986,2022,16158,"11.12.78","14.11.95",11,12,78,14,11,95,17,"L","W"
13094,"R21","2022-08-06",7,20710,20709,2022,16159,"17.8.110","10.5.65",17,8,110,10,5,65,45,"W","L"
13095,"R21","2022-08-06",10,20893,20065,2022,16160,"10.11.71","16.13.109",10,11,71,16,13,109,38,"L","W"
13096,"R21","2022-08-07",14,20525,19882,2022,16161,"13.10.88","18.18.126",13,10,88,18,18,126,38,"L","W"
13097,"R21","2022-08-07",2,5,19974,2022,16162,"17.12.114","12.9.81",17,12,114,12,9,81,33,"W","L"
13098,"R21","2022-08-07",11,20894,20617,2022,16163,"13.8.86","16.6.102",13,8,86,16,6,102,16,"L","W"
13099,"R22","2022-08-12",14,20709,5,2022,16164,"9.12.66","12.9.81",9,12,66,12,9,81,15,"L","W"
13100,"R22","2022-08-13",14,20802,20157,2022,16165,"9.8.62","8.9.57",9,8,62,8,9,57,5,"W","L"
13101,"R22","2022-08-13",10,20617,20525,2022,16166,"15.13.103","10.14.74",15,13,103,10,14,74,29,"W","L"
13102,"R22","2022-08-13",3,20066,20710,2022,16167,"9.5.59","18.11.119",9,5,59,18,11,119,60,"L","W"
13103,"R22","2022-08-13",4,19881,19974,2022,16168,"11.13.79","10.14.74",11,13,79,10,14,74,5,"W","L"
13104,"R22","2022-08-13",11,20986,20894,2022,16169,"9.17.71","7.5.47",9,17,71,7,5,47,24,"W","L"
13105,"R22","2022-08-14",4,20065,20433,2022,16170,"20.8.128","9.13.67",20,8,128,9,13,67,61,"W","L"
13106,"R22","2022-08-14",1,19882,20158,2022,16171,"11.11.77","7.8.50",11,11,77,7,8,50,27,"W","L"
13107,"R22","2022-08-14",14,20434,20893,2022,16172,"9.8.62","23.8.146",9,8,62,23,8,146,84,"L","W"
13108,"R23","2022-08-19",2,5,19881,2022,16173,"8.9.57","18.7.115",8,9,57,18,7,115,58,"L","W"
13109,"R23","2022-08-20",225,20157,20986,2022,16174,"10.9.69","13.11.89",10,9,69,13,11,89,20,"L","W"
13110,"R23","2022-08-20",14,20525,20066,2022,16175,"6.11.47","16.18.114",6,11,47,16,18,114,67,"L","W"
13111,"R23","2022-08-20",7,20710,20894,2022,16176,"19.17.131","7.4.46",19,17,131,7,4,46,85,"W","L"
13112,"R23","2022-08-20",4,20434,20065,2022,16177,"11.9.75","21.15.141",11,9,75,21,15,141,66,"L","W"
13113,"R23","2022-08-20",10,20893,20617,2022,16178,"16.15.111","7.13.55",16,15,111,7,13,55,56,"W","L"
13114,"R23","2022-08-21",68,20433,20802,2022,16179,"10.4.64","12.15.87",10,4,64,12,15,87,23,"L","W"
13115,"R23","2022-08-21",4,19974,20158,2022,16180,"10.14.74","11.9.75",10,14,74,11,9,75,1,"L","W"
13116,"R23","2022-08-21",14,20709,19882,2022,16181,"11.8.74","13.10.88",11,8,74,13,10,88,14,"L","W"
13117,"REF","2022-09-01",2,5,20065,2022,16182,"16.10.106","16.8.104",16,10,106,16,8,104,2,"W","L"
13118,"RQF","2022-09-02",4,19881,19882,2022,16183,"10.9.69","14.7.91",10,9,69,14,7,91,22,"L","W"
13119,"RQF","2022-09-03",4,20710,20158,2022,16184,"11.12.78","10.12.72",11,12,78,10,12,72,6,"W","L"
13120,"REF","2022-09-03",11,20986,20802,2022,16185,"11.7.73","8.12.60",11,7,73,8,12,60,13,"W","L"
13121,"RSF","2022-09-09",4,19881,5,2022,16186,"11.13.79","14.8.92",11,13,79,14,8,92,13,"L","W"
13122,"RSF","2022-09-10",4,20158,20986,2022,16187,"11.13.79","9.5.59",11,13,79,9,5,59,20,"W","L"
13123,"RPF","2022-09-16",4,20710,5,2022,16188,"18.12.120","7.7.49",18,12,120,7,7,49,71,"W","L"
13124,"RPF","2022-09-17",1,19882,20158,2022,16189,"14.11.95","14.10.94",14,11,95,14,10,94,1,"W","L"
13125,"RGF","2022-09-24",4,20710,19882,2022,16190,"20.13.133","8.4.52",20,13,133,8,4,52,81,"W","L"
13126,"R1","2023-03-16",4,20065,19974,2023,16191,"8.10.58","8.10.58",8,10,58,8,10,58,0,"D","D"
13127,"R1","2023-03-17",4,20710,20158,2023,16192,"16.7.103","19.11.125",16,7,103,19,11,125,22,"L","W"
13128,"R1","2023-03-18",14,20525,20894,2023,16193,"12.15.87","12.10.82",12,15,87,12,10,82,5,"W","L"
13129,"R1","2023-03-18",10,20893,5,2023,16194,"18.18.126","11.6.72",18,18,126,11,6,72,54,"W","L"
13130,"R1","2023-03-18",4,19881,20802,2023,16195,"17.13.115","9.11.65",17,13,115,9,11,65,50,"W","L"
13131,"R1","2023-03-18",3,20066,19882,2023,16196,"9.7.61","16.14.110",9,7,61,16,14,110,49,"L","W"
13132,"R1","2023-03-19",188,20157,20617,2023,16197,"15.16.106","12.18.90",15,16,106,12,18,90,16,"W","L"
13133,"R1","2023-03-19",4,20433,20434,2023,16198,"9.11.65","19.10.124",9,11,65,19,10,124,59,"L","W"
13134,"R1","2023-03-19",14,20709,20986,2023,16199,"10.7.67","7.10.52",10,7,67,7,10,52,15,"W","L"
13135,"R2","2023-03-23",4,19974,20710,2023,16200,"13.12.90","12.10.82",13,12,90,12,10,82,8,"W","L"
13136,"R2","2023-03-24",2,5,19881,2023,16201,"14.9.93","13.4.82",14,9,93,13,4,82,11,"W","L"
13137,"R2","2023-03-25",4,20158,20893,2023,16202,"21.9.135","9.10.64",21,9,135,9,10,64,71,"W","L"
13138,"R2","2023-03-25",10,20617,20065,2023,16203,"10.16.76","17.6.108",10,16,76,17,6,108,32,"L","W"
13139,"R2","2023-03-25",14,20802,20709,2023,16204,"5.11.41","14.8.92",5,11,41,14,8,92,51,"L","W"
13140,"R2","2023-03-25",11,20986,20525,2023,16205,"10.12.72","11.7.73",10,12,72,11,7,73,1,"L","W"
13141,"R2","2023-03-26",1,19882,20433,2023,16206,"17.16.118","4.13.37",17,16,118,4,13,37,81,"W","L"
13142,"R2","2023-03-26",14,20434,20066,2023,16207,"16.12.108","11.14.80",16,12,108,11,14,80,28,"W","L"
13143,"R2","2023-03-26",11,20894,20157,2023,16208,"14.16.100","11.15.81",14,16,100,11,15,81,19,"W","L"
13144,"R3","2023-03-30",14,20802,5,2023,16209,"10.7.67","7.11.53",10,7,67,7,11,53,14,"W","L"
13145,"R3","2023-03-31",4,20158,20065,2023,16210,"8.15.63","7.7.49",8,15,63,7,7,49,14,"W","L"
13146,"R3","2023-04-01",68,20433,20525,2023,16211,"11.14.80","9.7.61",11,14,80,9,7,61,19,"W","L"
13147,"R3","2023-04-01",188,20157,19974,2023,16212,"9.10.64","9.20.74",9,10,64,9,20,74,10,"L","W"
13148,"R3","2023-04-01",4,20709,20434,2023,16213,"14.8.92","11.8.74",14,8,92,11,8,74,18,"W","L"
13149,"R3","2023-04-01",10,20893,20617,2023,16214,"13.8.86","18.9.117",13,8,86,18,9,117,31,"L","W"
13150,"R3","2023-04-02",3,20066,20710,2023,16215,"10.13.73","7.12.54",10,13,73,7,12,54,19,"W","L"
13151,"R3","2023-04-02",4,19881,19882,2023,16216,"21.8.134","12.12.84",21,8,134,12,12,84,50,"W","L"
13152,"R3","2023-04-02",11,20986,20894,2023,16217,"16.12.108","9.13.67",16,12,108,9,13,67,41,"W","L"
13153,"R4","2023-04-06",2,5,20158,2023,16218,"18.8.116","11.17.83",18,8,116,11,17,83,33,"W","L"
13154,"R4","2023-04-07",14,20525,19974,2023,16219,"11.18.84","16.11.107",11,18,84,16,11,107,23,"L","W"
13155,"R4","2023-04-08",10,20617,20986,2023,16220,"17.9.111","10.12.72",17,9,111,10,12,72,39,"W","L"
13156,"R4","2023-04-08",4,20065,20802,2023,16221,"12.12.84","12.17.89",12,12,84,12,17,89,5,"L","W"
13157,"R4","2023-04-08",1,19882,20893,2023,16222,"9.10.64","9.12.66",9,10,64,9,12,66,2,"L","W"
13158,"R4","2023-04-08",14,20709,20066,2023,16223,"17.11.113","8.12.60",17,11,113,8,12,60,53,"W","L"
13159,"R4","2023-04-09",14,20434,20157,2023,16224,"11.22.88","11.9.75",11,22,88,11,9,75,13,"W","L"
13160,"R4","2023-04-09",11,20894,19881,2023,16225,"9.9.63","19.12.126",9,9,63,19,12,126,63,"L","W"
13161,"R4","2023-04-10",4,20710,20433,2023,16226,"19.13.127","6.9.45",19,13,127,6,9,45,82,"W","L"
13162,"R5","2023-04-13",10,20617,19974,2023,16227,"18.10.118","9.8.62",18,10,118,9,8,62,56,"W","L"
13163,"R5","2023-04-14",28,20986,20066,2023,16228,"15.10.100","13.12.90",15,10,100,13,12,90,10,"W","L"
13164,"R5","2023-04-14",10,20065,19882,2023,16229,"11.12.78","18.14.122",11,12,78,18,14,122,44,"L","W"
13165,"R5","2023-04-15",30,5,20525,2023,16230,"22.20.152","12.5.77",22,20,152,12,5,77,75,"W","L"
13166,"R5","2023-04-15",10,20434,19881,2023,16231,"15.14.104","11.11.77",15,14,104,11,11,77,27,"W","L"
13167,"R5","2023-04-15",10,20893,20802,2023,16232,"10.10.70","8.8.56",10,10,70,8,8,56,14,"W","L"
13168,"R5","2023-04-16",10,20710,20894,2023,16233,"21.10.136","13.11.89",21,10,136,13,11,89,47,"W","L"
13169,"R5","2023-04-16",28,20157,20433,2023,16234,"10.17.77","11.9.75",10,17,77,11,9,75,2,"W","L"
13170,"R5","2023-04-16",10,20158,20709,2023,16235,"10.10.70","9.10.64",10,10,70,9,10,64,6,"W","L"
13171,"R6","2023-04-21",11,20986,20802,2023,16236,"10.9.69","17.16.118",10,9,69,17,16,118,49,"L","W"
13172,"R6","2023-04-22",10,20893,20894,2023,16237,"16.13.109","10.9.69",16,13,109,10,9,69,40,"W","L"
13173,"R6","2023-04-22",225,20157,5,2023,16238,"13.9.87","16.12.108",13,9,87,16,12,108,21,"L","W"
13174,"R6","2023-04-22",7,20710,19882,2023,16239,"20.10.130","5.7.37",20,10,130,5,7,37,93,"W","L"
13175,"R6","2023-04-23",68,20433,20617,2023,16240,"11.10.76","11.13.79",11,10,76,11,13,79,3,"L","W"
13176,"R6","2023-04-23",14,19974,20709,2023,16241,"8.12.60","12.10.82",8,12,60,12,10,82,22,"L","W"
13177,"R6","2023-04-23",3,20066,20525,2023,16242,"14.13.97","7.12.54",14,13,97,7,12,54,43,"W","L"
13178,"R6","2023-04-24",4,19881,20065,2023,16243,"15.6.96","11.12.78",15,6,96,11,12,78,18,"W","L"
13179,"R6","2023-04-25",4,20158,20434,2023,16244,"13.12.90","11.11.77",13,12,90,11,11,77,13,"W","L"
13180,"R7","2023-04-28",14,20709,20893,2023,16245,"11.10.76","12.11.83",11,10,76,12,11,83,7,"L","W"
13181,"R7","2023-04-29",2,5,20986,2023,16246,"17.13.115","10.7.67",17,13,115,10,7,67,48,"W","L"
13182,"R7","2023-04-29",1,19882,20157,2023,16247,"16.10.106","17.5.107",16,10,106,17,5,107,1,"L","W"
13183,"R7","2023-04-29",14,20802,20433,2023,16248,"14.10.94","9.11.65",14,10,94,9,11,65,29,"W","L"
13184,"R7","2023-04-29",4,19881,20525,2023,16249,"22.7.139","7.7.49",22,7,139,7,7,49,90,"W","L"
13185,"R7","2023-04-29",11,20894,19974,2023,16250,"6.8.44","23.14.152",6,8,44,23,14,152,108,"L","W"
13186,"R7","2023-04-30",4,20434,20710,2023,16251,"16.8.104","20.12.132",16,8,104,20,12,132,28,"L","W"
13187,"R7","2023-04-30",14,20065,20066,2023,16252,"6.12.48","11.6.72",6,12,48,11,6,72,24,"L","W"
13188,"R7","2023-04-30",10,20617,20158,2023,16253,"7.16.58","8.11.59",7,16,58,8,11,59,1,"L","W"
13189,"R8","2023-05-05",14,19974,5,2023,16254,"11.8.74","15.10.100",11,8,74,15,10,100,26,"L","W"
13190,"R8","2023-05-06",4,20065,20894,2023,16255,"15.14.104","8.10.58",15,14,104,8,10,58,46,"W","L"
13191,"R8","2023-05-06",7,20710,20617,2023,16256,"14.14.98","11.6.72",14,14,98,11,6,72,26,"W","L"
13192,"R8","2023-05-06",3,20066,19881,2023,16257,"13.7.85","13.12.90",13,7,85,13,12,90,5,"L","W"
13193,"R8","2023-05-06",225,20157,20802,2023,16258,"10.11.71","13.8.86",10,11,71,13,8,86,15,"L","W"
13194,"R8","2023-05-06",11,20986,20433,2023,16259,"18.9.117","7.6.48",18,9,117,7,6,48,69,"W","L"
13195,"R8","2023-05-07",10,20893,20434,2023,16260,"12.20.92","13.9.87",12,20,92,13,9,87,5,"W","L"
13196,"R8","2023-05-07",4,20158,19882,2023,16261,"11.11.77","6.12.48",11,11,77,6,12,48,29,"W","L"
13197,"R8","2023-05-07",14,20525,20709,2023,16262,"4.10.34","8.16.64",4,10,34,8,16,64,30,"L","W"
13198,"R9","2023-05-12",4,20065,20710,2023,16263,"16.6.102","11.12.78",16,6,102,11,12,78,24,"W","L"
13199,"R9","2023-05-12",11,20894,20066,2023,16264,"6.7.43","16.17.113",6,7,43,16,17,113,70,"L","W"
13200,"R9","2023-05-13",1,19882,20986,2023,16265,"13.8.86","16.7.103",13,8,86,16,7,103,17,"L","W"
13201,"R9","2023-05-13",52,20525,20893,2023,16266,"10.5.65","20.15.135",10,5,65,20,15,135,70,"L","W"
13202,"R9","2023-05-13",4,20433,19881,2023,16267,"7.7.49","15.13.103",7,7,49,15,13,103,54,"L","W"
13203,"R9","2023-05-13",2,5,20434,2023,16268,"12.15.87","6.9.45",12,15,87,6,9,45,42,"W","L"
13204,"R9","2023-05-13",14,19974,20802,2023,16269,"8.11.59","11.13.79",8,11,59,11,13,79,20,"L","W"
13205,"R9","2023-05-14",10,20617,20709,2023,16270,"19.7.121","10.9.69",19,7,121,10,9,69,52,"W","L"
13206,"R9","2023-05-14",4,20158,20157,2023,16271,"18.12.120","7.13.55",18,12,120,7,13,55,65,"W","L"
13207,"R10","2023-05-19",10,20893,19881,2023,16272,"11.14.80","11.10.76",11,14,80,11,10,76,4,"W","L"
13208,"R10","2023-05-20",14,20525,19882,2023,16273,"14.6.90","14.9.93",14,6,90,14,9,93,3,"L","W"
13209,"R10","2023-05-20",17,20802,20617,2023,16274,"11.19.85","5.10.40",11,19,85,5,10,40,45,"W","L"
13210,"R10","2023-05-20",11,20986,20710,2023,16275,"16.10.106","11.11.77",16,10,106,11,11,77,29,"W","L"
13211,"R10","2023-05-20",2,5,20066,2023,16276,"16.11.107","9.10.64",16,11,107,9,10,64,43,"W","L"
13212,"R10","2023-05-20",4,20434,20065,2023,16277,"10.11.71","10.10.70",10,11,71,10,10,70,1,"W","L"
13213,"R10","2023-05-21",68,20433,20894,2023,16278,"22.10.142","4.2.26",22,10,142,4,2,26,116,"W","L"
13214,"R10","2023-05-21",4,19974,20158,2023,16279,"7.15.57","13.7.85",7,15,57,13,7,85,28,"L","W"
13215,"R10","2023-05-21",188,20157,20709,2023,16280,"12.8.80","13.14.92",12,8,80,13,14,92,12,"L","W"
13216,"R11","2023-05-26",1,19882,19974,2023,16281,"11.11.77","6.15.51",11,11,77,6,15,51,26,"W","L"
13217,"R11","2023-05-27",14,20709,20433,2023,16282,"12.6.78","12.16.88",12,6,78,12,16,88,10,"L","W"
13218,"R11","2023-05-27",4,19881,20986,2023,16283,"10.12.72","12.7.79",10,12,72,12,7,79,7,"L","W"
13219,"R11","2023-05-27",7,20710,20157,2023,16284,"10.14.74","12.9.81",10,14,74,12,9,81,7,"L","W"
13220,"R11","2023-05-27",70,20066,20802,2023,16285,"13.6.84","11.11.77",13,6,84,11,11,77,7,"W","L"
13221,"R11","2023-05-27",11,20894,20434,2023,16286,"6.10.46","14.12.96",6,10,46,14,12,96,50,"L","W"
13222,"R11","2023-05-28",4,20065,20893,2023,16287,"9.13.67","10.17.77",9,13,67,10,17,77,10,"L","W"
13223,"R11","2023-05-28",14,20158,20525,2023,16288,"16.9.105","10.10.70",16,9,105,10,10,70,35,"W","L"
